CMD	$	SIMP	100833	41.04203775
CMD	$	SIMP	100833	41.04203775
CMD	$	SIMP	100833	41.04203775
CMD	$	SIMP	100833	41.04203775
CMD	$	SIMP	100833	41.04203775
CMD	$	SIMP	100833	41.04203775
CMD	$	SIMP	100833	41.04203775
CMD	$	SIMP	100833	41.04203775
CMD	$	SIMP	100833	41.04203775
CMD	$	SIMP	100833	41.04203775
CMD	$	SIMP	100833	41.04203775
CMD	$	SIMP	100833	41.04203775
CMD	$	SIMP	100833	41.04203775
CMD	$	SIMP	98522	236.0207839
CMD	$	SIMP	97353	336.0631804
CMD	$	SIMP	96081	446.031429
CMD	$	SIMP	95049	536.1204914
CMD	$	SIMP	94231	608.0927055
CMD	$	SIMP	93621	662.0939259
CMD	$	SIMP	93137	705.1438708
CMD	$	SIMP	92812	734.153141
CMD	$	SIMP	92578	755.0907877
CMD	$	SIMP	92645	749.0914464
CMD	$	SIMP	92868	729.1487615
CMD	$	SIMP	92756	739.1599659
CMD	$	SIMP	92924	724.1468249
CMD	$	SIMP	92913	725.1291555
CMD	$	SIMP	93059	712.0986115
CMD	$	SIMP	93115	707.1049867
CMD	$	SIMP	93216	698.1047722
CMD	$	SIMP	93250	695.0767735
CMD	$	SIMP	93384	683.1515936
CMD	$	SIMP	93441	678.0831425
CMD	$	SIMP	97539	320.0805579
CMD	$	SIMP	93655	659.0765359
CMD	$	SIMP	93700	655.0842951
CMD	$	SIMP	93790	647.1044684
CMD	$	SIMP	93880	639.1308396
CMD	$	SIMP	93948	633.1104239
CMD	$	SIMP	94072	622.1410964
CMD	$	SIMP	94378	595.1216357
CMD	$	SIMP	94231	608.0927055
CMD	$	SIMP	94299	602.0904477
CMD	$	SIMP	94378	595.1216357
CMD	$	SIMP	94503	584.1046776
CMD	$	SIMP	94617	574.0674945
CMD	$	SIMP	94651	571.0758444
CMD	$	SIMP	94810	557.0970193
CMD	$	SIMP	96334	424.065292
CMD	$	SIMP	94947	545.0675871
CMD	$	SIMP	95015	539.1019924
CMD	$	SIMP	95118	530.0724517
CMD	$	SIMP	95278	516.0616694
CMD	$	SIMP	95323	512.1245696
CMD	$	SIMP	98264	258.0173039
CMD	$	SIMP	95495	497.0899545
CMD	$	SIMP	95587	489.0571823
CMD	$	SIMP	95678	481.1178788
CMD	$	SIMP	95782	472.0518724
CMD	$	SIMP	95862	465.0834436
CMD	$	SIMP	96127	442.0341052
CMD	$	SIMP	96023	451.0737422
CMD	$	SIMP	96069	447.074464
CMD	$	SIMP	96150	440.0360241
CMD	$	SIMP	96207	435.0859253
CMD	$	SIMP	96288	428.0556579
CMD	$	SIMP	96357	422.0706876
CMD	$	SIMP	96438	415.0492793
CMD	$	SIMP	96519	408.0326444
CMD	$	SIMP	96623	399.0306194
CMD	$	SIMP	96669	395.0514567
CMD	$	SIMP	96738	389.0855865
CMD	$	SIMP	96831	381.0500801
CMD	$	SIMP	96900	375.09229
CMD	$	SIMP	96981	368.102744
CMD	$	SIMP	97121	356.0331847
CMD	$	SIMP	97179	351.0370654
CMD	$	SIMP	97190	350.089798
CMD	$	SIMP	97295	341.0520659
CMD	$	SIMP	97341	337.0951661
CMD	$	SIMP	97458	327.0376961
CMD	$	SIMP	97598	315.0159569
CMD	$	SIMP	97621	313.0422924
CMD	$	SIMP	97563	318.020082
CMD	$	SIMP	97609	314.0719834
CMD	$	SIMP	97691	307.0378035
CMD	$	SIMP	97761	301.0367973
CMD	$	SIMP	97796	298.0375988
CMD	$	SIMP	97843	294.0114706
CMD	$	SIMP	97889	290.0725207
CMD	$	SIMP	97936	286.0494892
CMD	$	SIMP	98018	279.0343245
CMD	$	SIMP	98393	247.0132061
CMD	$	SIMP	104180	-235.025719
CMD	$	SIMP	98287	256.0544764
CMD	$	SIMP	98240	260.0658682
CMD	$	SIMP	98393	247.0132061
CMD	$	SIMP	98393	247.0132061
CMD	$	SIMP	98440	243.0068645
CMD	$	SIMP	98522	236.0207839
CMD	$	SIMP	98616	228.0181395
CMD	$	SIMP	98639	226.0609863
CMD	$	SIMP	98698	221.0421519
CMD	$	SIMP	98745	217.0458354
CMD	$	SIMP	98816	211.0117664
CMD	$	SIMP	98875	206.0002102
CMD	$	SIMP	98957	199.0390161
CMD	$	SIMP	99075	189.0298801
CMD	$	SIMP	99512	152.0460107
CMD	$	SIMP	99264	173.0183911
CMD	$	SIMP	99299	170.0560099
CMD	$	SIMP	100523	66.98520346
CMD	$	SIMP	99406	161.0048275
CMD	$	SIMP	99489	153.9892483
CMD	$	SIMP	99571	147.0628463
CMD	$	SIMP	99702	136.0070739
CMD	$	SIMP	99749	132.0433661
CMD	$	SIMP	99809	126.9855104
CMD	$	SIMP	99880	121.0035604
CMD	$	SIMP	99963	114.0149403
CMD	$	SIMP	100034	108.0404508
CMD	$	SIMP	100129	100.0517838
CMD	$	SIMP	100368	79.98108687
CMD	$	SIMP	100463	72.01394195
CMD	$	SIMP	101927	-49.99916393
CMD	$	SIMP	100487	70.00215481
CMD	$	SIMP	100582	62.04264667
CMD	$	SIMP	100606	60.03278677
CMD	$	SIMP	100726	49.98930664
CMD	$	SIMP	100762	46.97815187
CMD	$	SIMP	100821	42.04508692
CMD	$	SIMP	100893	36.02824122
CMD	$	SIMP	100893	36.02824122
CMD	$	SIMP	100893	36.02824122
CMD	$	SIMP	100893	36.02824122
CMD	$	SIMP	100893	36.02824122
CMD	$	SIMP	100893	36.02824122
CMD	$	SIMP	100893	36.02824122
